date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:18:30	3928/3928	---MC-	200	added ('OK')	image/png	etag:%220d8bf01f7eafe2cd978a90db5e88d562%22	https://framerusercontent.com/images/U1s9zT0tOtXbjdWvMrIgPFH0TyM.png	C:/My%20Web%20Sites/portfolio/framerusercontent.com/images/U1s9zT0tOtXbjdWvMrIgPFH0TyM.png	(from https://mahdirashidi.framer.website/)
17:18:30	5944/5944	---MC-	200	added ('OK')	image/png	etag:%2261f1cb38d82a1cecc1973bd3a3084320%22	https://framerusercontent.com/images/MViiiLyIvL8tvy7d1XtOsM32o.png	C:/My%20Web%20Sites/portfolio/framerusercontent.com/images/MViiiLyIvL8tvy7d1XtOsM32o.png	(from https://mahdirashidi.framer.website/)
17:18:30	4832/4832	---MC-	200	added ('OK')	image/png	etag:%225b663e7a20772a0ad42ad1f3999a92c1%22	https://framerusercontent.com/images/iP5FTKjb84EsPLiEwbrAY7NEy44.png	C:/My%20Web%20Sites/portfolio/framerusercontent.com/images/iP5FTKjb84EsPLiEwbrAY7NEy44.png	(from https://mahdirashidi.framer.website/)
17:18:30	3762/3762	---MC-	200	added ('OK')	image/png	etag:%22d701cd81e15edc5e1e53bd5084f21450%22	https://framerusercontent.com/images/MnQFYNLxlgT4EvY2ctcJfHAXZA.png	C:/My%20Web%20Sites/portfolio/framerusercontent.com/images/MnQFYNLxlgT4EvY2ctcJfHAXZA.png	(from https://mahdirashidi.framer.website/)
17:18:31	265073/265073	---M-Z	200	added ('OK')	text/html	etag:%22698fadf3ae6a224cf2a198ce1e678903%22	https://mahdirashidi.framer.website/blog/starting-a-career-in-web-design	C:/My%20Web%20Sites/portfolio/mahdirashidi.framer.website/blog/starting-a-career-in-web-design.html	(from https://mahdirashidi.framer.website/)
17:18:32	265086/265086	---M-Z	200	added ('OK')	text/html	etag:%22a851e0287970175515d787ca1457e6d7%22	https://mahdirashidi.framer.website/blog/create-a-landing-page-that-performs-great	C:/My%20Web%20Sites/portfolio/mahdirashidi.framer.website/blog/create-a-landing-page-that-performs-great.html	(from https://mahdirashidi.framer.website/)
17:18:33	267656/267656	---M-Z	200	added ('OK')	text/html	etag:%225e90894e76bd744c2411ddf11bdfbc28%22	https://mahdirashidi.framer.website/blog/how-can-designers-prepare-for-the-future	C:/My%20Web%20Sites/portfolio/mahdirashidi.framer.website/blog/how-can-designers-prepare-for-the-future.html	(from https://mahdirashidi.framer.website/)
17:18:38	42347/42347	---MC-	200	added ('OK')	image/jpeg	etag:%2264441955c6babe130dd90410aaebace6%22	https://framerusercontent.com/images/QYuBadXuZMyXPEyAxGrVh7iNaU.jpg	C:/My%20Web%20Sites/portfolio/framerusercontent.com/images/QYuBadXuZMyXPEyAxGrVh7iNaU.jpg	(from https://mahdirashidi.framer.website/projects)
17:18:39	158693/158693	---MC-	200	added ('OK')	image/jpeg	etag:%22beab9c4b51199426905ff527931f14e5%22	https://framerusercontent.com/images/Dt17QrhVvyAkeeHFTzwt67ScPg8.jpeg	C:/My%20Web%20Sites/portfolio/framerusercontent.com/images/Dt17QrhVvyAkeeHFTzwt67ScPg8.jpg	(from https://mahdirashidi.framer.website/projects)
17:18:39	460557/460557	---MC-	200	added ('OK')	image/jpeg	etag:%2201548464d570dffe33c939d4e2ebc930%22	https://framerusercontent.com/images/t4WTMJCeiIYjzCu3FuNQ583o.jpeg	C:/My%20Web%20Sites/portfolio/framerusercontent.com/images/t4WTMJCeiIYjzCu3FuNQ583o.jpg	(from https://mahdirashidi.framer.website/projects)
17:18:39	263800/263800	---M-Z	200	added ('OK')	text/html	etag:%2266fbcdc92148d6f32b0d72aca6456dd5%22	https://mahdirashidi.framer.website/blog/building-a-navigation-component	C:/My%20Web%20Sites/portfolio/mahdirashidi.framer.website/blog/building-a-navigation-component.html	(from https://mahdirashidi.framer.website/blog)
17:18:39	2845361/2845361	---MC-	200	added ('OK')	image/png	etag:%228454e5d0ed07dce7cd64230abeba5162%22	https://framerusercontent.com/images/0Mi0IWlbWJU3AYT2hGFzEwO4Ku8.png	C:/My%20Web%20Sites/portfolio/framerusercontent.com/images/0Mi0IWlbWJU3AYT2hGFzEwO4Ku8.png	(from https://mahdirashidi.framer.website/)
17:18:40	265417/265417	---M-Z	200	added ('OK')	text/html	etag:%22cc1666ff886da68e54848119c19bdd0f%22	https://mahdirashidi.framer.website/blog/how-to-create-an-effective-design-portfolio	C:/My%20Web%20Sites/portfolio/mahdirashidi.framer.website/blog/how-to-create-an-effective-design-portfolio.html	(from https://mahdirashidi.framer.website/blog)
17:19:25	2322596/2322596	---MC-	200	added ('OK')	image/jpeg	etag:%2256c8afae5df1d7955b5f8021f21c9793%22	https://framerusercontent.com/images/a70g11CzlnQYCTEi1c802r8x1CE.jpg	C:/My%20Web%20Sites/portfolio/framerusercontent.com/images/a70g11CzlnQYCTEi1c802r8x1CE.jpg	(from https://mahdirashidi.framer.website/blog/starting-a-career-in-web-design)
17:19:33	2572469/2572469	---MC-	200	added ('OK')	image/jpeg	etag:%223bcdb1f45a2fc2f1e96b6c887df44233%22	https://framerusercontent.com/images/iwNXp5FbnVuonnC3boDtFbw8Mk.jpg	C:/My%20Web%20Sites/portfolio/framerusercontent.com/images/iwNXp5FbnVuonnC3boDtFbw8Mk.jpg	(from https://mahdirashidi.framer.website/blog/how-can-designers-prepare-for-the-future)
17:19:40	1398353/1398353	---MC-	200	added ('OK')	image/jpeg	etag:%2274883d47897331c32f4318761c1c03b4%22	https://framerusercontent.com/images/X45kreSZsm5DFF2be6T8o6YaJAQ.jpg	C:/My%20Web%20Sites/portfolio/framerusercontent.com/images/X45kreSZsm5DFF2be6T8o6YaJAQ.jpg	(from https://mahdirashidi.framer.website/blog/how-to-create-an-effective-design-portfolio)
17:19:42	4618127/4618127	---MC-	200	added ('OK')	image/jpeg	etag:%2273ab45d6baa3051e1e74c8cd59de3e5f%22	https://framerusercontent.com/images/zOWx0eEsJcZm7ntGp0RzPSjE00.jpg	C:/My%20Web%20Sites/portfolio/framerusercontent.com/images/zOWx0eEsJcZm7ntGp0RzPSjE00.jpg	(from https://mahdirashidi.framer.website/blog/building-a-navigation-component)
17:19:44	4805374/4805374	---MC-	200	added ('OK')	image/jpeg	etag:%221c074b52eaa7c5d5cca58221bb9b1242%22	https://framerusercontent.com/images/SmKpJArNfpH0J4YgHNcqsyxuyEA.jpg	C:/My%20Web%20Sites/portfolio/framerusercontent.com/images/SmKpJArNfpH0J4YgHNcqsyxuyEA.jpg	(from https://mahdirashidi.framer.website/blog/create-a-landing-page-that-performs-great)
